customer_id,signup_date,city,acquisition_channel,gender,age_group
4359,2025-06-20,Pune,Paid Social,Female,45-54
4360,2025-01-09,Chennai,Affiliate,Male,35-44
4361,2024-11-11,Pune,Referral,Female,35-44
4362,2024-11-01,Jaipur,Organic Search,Female,45-54
4363,2025-08-30,Pune,Email,Male,35-44
4364,2024-11-07,Pune,Paid Social,Female,25-34
4365,2024-11-27,Pune,Paid Social,Female,45-54
4366,2025-11-16,Chandigarh,Organic Search,Male,25-34
4367,2024-12-03,Jaipur,Paid Social,Other,18-24
4368,2025-03-26,Chennai,Paid Social,Male,18-24
4369,2025-07-15,Hyderabad,Paid Search,Female,18-24
4370,2025-10-14,Bhopal,Paid Social,Female,25-34
4371,2025-03-26,Delhi,Paid Social,Female,35-44
4372,2025-07-16,Indore,Paid Search,Female,18-24
4373,2025-12-19,Pune,Affiliate,Male,25-34
4374,2024-12-23,Lucknow,Paid Search,Male,18-24
4375,2025-09-08,Ahmedabad,Paid Search,Male,45-54
4376,2024-11-18,Delhi,Paid Social,Male,18-24
4377,2024-12-05,Pune,Paid Social,Female,35-44
4378,2025-01-07,Hyderabad,Organic Search,Female,45-54
4379,2025-07-28,Jaipur,Paid Search,Male,18-24
4380,2025-04-24,Gorakhpur,Paid Search,Male,35-44
4381,2025-06-16,Lucknow,Email,Male,18-24
4382,2024-11-19,Bengaluru,Referral,Female,35-44
4383,2024-12-23,Chandigarh,Direct,Male,25-34
4384,2025-12-10,Jaipur,Paid Social,Male,25-34
4385,2025-01-12,Kochi,Paid Social,Male,45-54
4386,2024-12-01,Bengaluru,Paid Social,Female,45-54
4387,2025-06-10,Jaipur,Paid Search,Female,35-44
4388,2025-05-12,Mumbai,Referral,Male,18-24
4389,2025-03-27,Pune,Paid Search,Other,25-34
4390,2024-12-03,Chandigarh,Paid Search,Male,35-44
4391,2025-08-17,Kolkata,Paid Search,Male,35-44
4392,2024-11-12,Hyderabad,Paid Search,Male,25-34
4393,2024-11-25,Bengaluru,Email,Male,35-44
4394,2025-07-11,Lucknow,Paid Social,Male,25-34
4395,2025-03-03,Pune,Affiliate,Male,25-34
4396,2024-11-11,Hyderabad,Referral,Male,45-54
4397,2025-02-08,Hyderabad,Affiliate,Male,18-24
4398,2025-01-27,Jaipur,Referral,Male,18-24
4399,2025-03-07,Pune,Paid Search,Male,45-54
4400,2025-09-08,Lucknow,Affiliate,Female,18-24
4401,2025-11-16,Hyderabad,Email,Female,25-34
4402,2024-12-08,Ahmedabad,Paid Search,Male,18-24
4403,2025-12-17,Hyderabad,Email,Female,18-24
4404,2024-11-03,Chandigarh,Affiliate,Male,35-44
4405,2025-09-08,Indore,Email,Male,45-54
4406,2024-11-05,Pune,Email,Male,45-54
4407,2025-04-28,Mumbai,Direct,Male,45-54
4408,2025-02-15,Hyderabad,Paid Social,Male,18-24
4409,2025-12-23,Jaipur,Email,Male,18-24
4410,2025-09-20,Ahmedabad,Direct,Female,35-44
4411,2025-04-29,Lucknow,Paid Social,Female,35-44
4412,2025-01-26,Chandigarh,Referral,Male,45-54
4413,2024-11-25,Hyderabad,Affiliate,Female,45-54
4414,2025-02-11,Kochi,Paid Search,Female,18-24
4415,2025-06-21,Delhi,Paid Social,Female,45-54
4416,2025-06-18,Bhopal,Organic Search,Male,18-24
4417,2025-05-23,Mumbai,Paid Social,Male,18-24
4418,2024-11-22,Chandigarh,Paid Search,Male,45-54
4419,2025-09-23,Mumbai,Affiliate,Female,25-34
4420,2025-09-03,Kochi,Organic Search,Female,45-54
4421,2025-02-02,Lucknow,Affiliate,Female,18-24
4422,2024-11-04,Hyderabad,Paid Search,Female,25-34
4423,2025-05-02,Jaipur,Organic Search,Male,25-34
4424,2024-12-09,Jaipur,Email,Male,45-54
4425,2025-06-08,Ahmedabad,Direct,Male,25-34
4426,2025-07-06,Ahmedabad,Organic Search,Female,45-54
4427,2025-10-02,Kochi,Affiliate,Female,25-34
4428,2025-01-15,Bengaluru,Direct,Male,45-54
4429,2024-12-13,Delhi,Organic Search,Male,25-34
4430,2024-11-11,Gorakhpur,Paid Social,Female,35-44
4431,2025-02-23,Chennai,Email,Female,18-24
4432,2025-04-01,Gorakhpur,Direct,Male,25-34
4433,2025-03-28,Pune,Direct,Female,35-44
4434,2025-01-25,Hyderabad,Paid Search,Female,18-24
4435,2025-01-05,Ahmedabad,Paid Social,Male,18-24
4436,2025-07-28,Gorakhpur,Referral,Male,18-24
4437,2024-12-02,Ahmedabad,Paid Search,Female,45-54
4438,2025-09-05,Lucknow,Affiliate,Female,18-24
4439,2025-04-29,Kochi,Paid Search,Female,45-54
4440,2025-04-07,Delhi,Email,Female,35-44
4441,2025-08-27,Chennai,Direct,Female,35-44
4442,2024-12-21,Lucknow,Referral,Male,18-24
4443,2025-11-04,Kochi,Referral,Male,45-54
4444,2025-11-30,Mumbai,Affiliate,Female,25-34
4445,2025-05-14,Chandigarh,Paid Search,Female,25-34
4446,2025-10-06,Ahmedabad,Paid Social,Female,25-34
4447,2025-05-08,Delhi,Direct,Male,25-34
4448,2024-11-12,Jaipur,Paid Social,Male,25-34
4449,2025-07-05,Kochi,Organic Search,Female,35-44
4450,2025-11-09,Gorakhpur,Direct,Female,25-34
4451,2024-12-10,Kolkata,Paid Social,Male,35-44
4452,2024-11-06,Indore,Paid Social,Female,25-34
4453,2025-04-29,Bengaluru,Affiliate,Male,25-34
4454,2025-01-01,Kochi,Affiliate,Female,35-44
4455,2025-02-02,Chennai,Direct,Male,35-44
4456,2025-04-10,Bhopal,Direct,Male,35-44
4457,2025-07-21,Lucknow,Email,Female,18-24
4458,2025-02-24,Delhi,Paid Social,Male,18-24
4459,2025-03-27,Lucknow,Organic Search,Male,35-44
4460,2025-10-20,Chandigarh,Organic Search,Male,35-44
4461,2025-06-11,Bhopal,Paid Social,Female,35-44
4462,2025-09-04,Ahmedabad,Organic Search,Male,35-44
4463,2024-11-02,Lucknow,Referral,Male,25-34
4464,2025-04-06,Gorakhpur,Paid Social,Other,25-34
4465,2025-08-08,Delhi,Organic Search,Female,35-44
4466,2025-12-10,Lucknow,Direct,Male,45-54
4467,2025-07-03,Jaipur,Organic Search,Male,45-54
4468,2025-01-29,Lucknow,Paid Search,Male,45-54
4469,2025-02-12,Bengaluru,Referral,Female,35-44
4470,2025-07-25,Pune,Email,Female,18-24
4471,2024-11-18,Delhi,Affiliate,Female,25-34
4472,2024-12-22,Bengaluru,Paid Search,Female,25-34
4473,2025-07-13,Jaipur,Referral,Female,45-54
4474,2025-03-15,Bengaluru,Direct,Female,45-54
4475,2025-05-14,Gorakhpur,Paid Social,Female,45-54
4476,2024-11-15,Lucknow,Paid Social,Female,25-34
4477,2025-08-11,Ahmedabad,Paid Social,Female,45-54
4478,2025-10-31,Pune,Paid Search,Female,45-54
4479,2025-09-02,Kolkata,Organic Search,Female,25-34
4480,2025-01-30,Lucknow,Organic Search,Male,35-44
4481,2025-07-18,Bhopal,Direct,Male,35-44
4482,2025-01-21,Gorakhpur,Affiliate,Female,45-54
4483,2025-01-28,Chandigarh,Email,Female,18-24
4484,2024-11-02,Chandigarh,Email,Male,35-44
4485,2024-11-01,Chandigarh,Organic Search,Female,18-24
4486,2025-07-15,Kochi,Referral,Male,35-44
4487,2025-08-13,Pune,Email,Male,45-54
4488,2025-03-12,Bhopal,Organic Search,Female,18-24
4489,2025-01-02,Hyderabad,Affiliate,Female,35-44
4490,2024-12-25,Indore,Direct,Female,45-54
4491,2024-12-30,Delhi,Affiliate,Female,18-24
4492,2024-12-20,Ahmedabad,Affiliate,Female,45-54
4493,2025-05-02,Mumbai,Paid Social,Female,18-24
4494,2024-12-29,Pune,Paid Search,Female,45-54
4495,2025-06-02,Jaipur,Paid Search,Female,35-44
4496,2025-03-22,Indore,Organic Search,Male,45-54
4497,2025-12-07,Hyderabad,Organic Search,Male,35-44
4498,2024-11-10,Hyderabad,Organic Search,Female,45-54
4499,2024-11-26,Chandigarh,Organic Search,Female,18-24
4500,2025-04-12,Lucknow,Organic Search,Male,35-44
4501,2025-02-16,Chandigarh,Organic Search,Female,18-24
4502,2025-02-09,Kochi,Paid Search,Female,45-54
4503,2025-09-07,Hyderabad,Direct,Male,18-24
4504,2025-01-27,Indore,Paid Social,Male,18-24
4505,2025-02-08,Hyderabad,Organic Search,Female,45-54
4506,2025-10-09,Indore,Referral,Male,18-24
4507,2025-06-15,Delhi,Email,Female,18-24
4508,2024-11-10,Bengaluru,Affiliate,Female,45-54
4509,2024-11-03,Pune,Paid Social,Female,25-34
4510,2024-11-01,Kolkata,Referral,Female,25-34
4511,2024-12-04,Delhi,Direct,Female,25-34
4512,2024-12-25,Chennai,Organic Search,Female,25-34
4513,2024-11-29,Chennai,Organic Search,Female,18-24
4514,2024-11-10,Lucknow,Direct,Male,18-24
4515,2024-11-14,Jaipur,Organic Search,Female,25-34
4516,2025-04-25,Gorakhpur,Organic Search,Female,25-34
4517,2025-03-28,Mumbai,Referral,Male,25-34
4518,2024-12-15,Chennai,Paid Search,Male,45-54
4519,2025-06-17,Hyderabad,Paid Social,Female,45-54
4520,2025-01-01,Lucknow,Affiliate,Female,18-24
4521,2024-11-26,Kolkata,Paid Search,Female,35-44
4522,2024-11-26,Chandigarh,Organic Search,Male,35-44
4523,2024-12-16,Gorakhpur,Affiliate,Male,25-34
4524,2024-12-25,Gorakhpur,Paid Search,Male,25-34
4525,2025-05-18,Chennai,Affiliate,Female,18-24
4526,2025-01-13,Kolkata,Organic Search,Other,45-54
4527,2025-01-26,Kochi,Paid Social,Female,45-54
4528,2025-08-04,Delhi,Paid Social,Female,25-34
4529,2025-10-08,Lucknow,Paid Search,Male,45-54
4530,2025-01-01,Chandigarh,Paid Social,Other,25-34
4531,2024-12-17,Indore,Affiliate,Female,35-44
4532,2025-10-12,Pune,Affiliate,Male,45-54
4533,2025-02-20,Hyderabad,Paid Social,Female,45-54
4534,2024-11-16,Chandigarh,Direct,Male,35-44
4535,2025-07-26,Hyderabad,Organic Search,Male,45-54
4536,2025-03-18,Pune,Paid Search,Female,45-54
4537,2024-11-08,Kochi,Direct,Male,45-54
4538,2025-11-28,Jaipur,Direct,Male,35-44
4539,2024-12-23,Pune,Referral,Female,35-44
4540,2025-03-21,Gorakhpur,Paid Search,Male,45-54
4541,2025-08-16,Jaipur,Paid Social,Female,45-54
4542,2025-05-02,Lucknow,Paid Social,Male,18-24
4543,2025-02-13,Hyderabad,Paid Social,Male,18-24
4544,2024-11-11,Jaipur,Email,Male,45-54
4545,2024-11-09,Ahmedabad,Paid Social,Male,45-54
4546,2024-11-17,Indore,Organic Search,Female,18-24
4547,2025-11-22,Lucknow,Paid Social,Female,45-54
4548,2025-12-03,Bengaluru,Email,Male,25-34
4549,2025-02-01,Hyderabad,Paid Social,Female,18-24
4550,2025-12-16,Hyderabad,Paid Social,Male,35-44
4551,2025-08-15,Delhi,Paid Search,Female,35-44
4552,2025-09-17,Kochi,Direct,Male,45-54
4553,2025-09-20,Chandigarh,Paid Social,Female,25-34
4554,2025-05-06,Indore,Paid Search,Male,35-44
4555,2024-11-01,Lucknow,Paid Social,Female,18-24
4556,2025-12-26,Gorakhpur,Organic Search,Female,45-54
4557,2025-07-09,Mumbai,Paid Search,Male,45-54
4558,2025-12-23,Gorakhpur,Organic Search,Male,25-34
4559,2024-12-08,Mumbai,Paid Social,Female,45-54
4560,2024-11-12,Chandigarh,Paid Social,Male,18-24
4561,2025-02-07,Lucknow,Direct,Male,18-24
4562,2025-08-02,Hyderabad,Organic Search,Female,35-44
4563,2024-12-07,Kolkata,Email,Male,25-34
4564,2025-12-02,Chandigarh,Paid Social,Female,18-24
4565,2025-09-09,Indore,Paid Search,Female,18-24
4566,2025-11-30,Ahmedabad,Email,Male,18-24
4567,2024-11-07,Jaipur,Paid Social,Female,45-54
4568,2024-11-01,Gorakhpur,Paid Social,Male,18-24
4569,2025-08-08,Pune,Organic Search,Male,25-34
4570,2025-10-22,Jaipur,Organic Search,Male,45-54
4571,2025-09-26,Kolkata,Email,Male,18-24
4572,2025-07-26,Lucknow,Organic Search,Male,25-34
4573,2024-12-30,Kochi,Organic Search,Male,35-44
4574,2025-03-22,Chennai,Direct,Female,35-44
4575,2025-10-18,Hyderabad,Referral,Female,18-24
4576,2025-02-17,Lucknow,Direct,Other,18-24
4577,2025-03-14,Lucknow,Referral,Female,45-54
4578,2024-11-05,Ahmedabad,Paid Social,Female,18-24
4579,2025-08-19,Bhopal,Organic Search,Female,18-24
4580,2025-04-29,Kochi,Paid Social,Male,25-34
4581,2025-01-03,Kochi,Paid Search,Female,18-24
4582,2024-12-29,Kochi,Organic Search,Female,35-44
4583,2025-01-07,Bhopal,Email,Male,25-34
4584,2025-12-10,Jaipur,Paid Search,Female,45-54
4585,2024-12-31,Lucknow,Paid Search,Female,18-24
4586,2024-11-03,Pune,Direct,Male,18-24
4587,2025-06-06,Chandigarh,Paid Social,Male,35-44
4588,2024-11-25,Mumbai,Direct,Female,18-24
4589,2024-11-07,Bhopal,Paid Social,Female,35-44
4590,2024-11-04,Kolkata,Paid Search,Male,25-34
4591,2025-02-02,Pune,Paid Social,Male,35-44
4592,2024-11-25,Chandigarh,Paid Social,Male,35-44
4593,2025-10-21,Gorakhpur,Organic Search,Female,45-54
4594,2025-07-10,Indore,Organic Search,Female,35-44
4595,2025-03-30,Chennai,Email,Female,35-44
4596,2025-03-24,Lucknow,Referral,Female,18-24
4597,2024-11-02,Gorakhpur,Organic Search,Male,35-44
4598,2025-02-20,Gorakhpur,Paid Social,Male,25-34
4599,2025-01-24,Pune,Affiliate,Male,25-34
4600,2025-02-26,Ahmedabad,Direct,Female,45-54
4601,2024-11-17,Kolkata,Direct,Female,35-44
4602,2025-01-31,Bengaluru,Organic Search,Male,18-24
4603,2024-12-30,Bhopal,Referral,Female,25-34
4604,2024-11-01,Jaipur,Affiliate,Male,45-54
4605,2025-10-01,Chandigarh,Paid Social,Male,45-54
4606,2025-08-12,Bengaluru,Organic Search,Female,45-54
4607,2025-02-10,Gorakhpur,Paid Search,Female,18-24
4608,2025-03-14,Bengaluru,Paid Search,Female,25-34
4609,2024-12-01,Mumbai,Direct,Female,25-34
4610,2024-11-19,Delhi,Organic Search,Female,25-34
4611,2024-12-27,Ahmedabad,Paid Search,Female,25-34
4612,2025-04-02,Lucknow,Paid Social,Male,35-44
4613,2024-11-02,Bengaluru,Paid Social,Male,35-44
4614,2025-02-28,Hyderabad,Affiliate,Female,18-24
4615,2025-07-01,Chennai,Referral,Male,35-44
4616,2024-12-01,Ahmedabad,Referral,Male,25-34
4617,2025-08-05,Delhi,Paid Search,Male,18-24
4618,2025-08-20,Mumbai,Paid Search,Male,35-44
4619,2025-12-01,Bengaluru,Paid Search,Male,45-54
4620,2025-04-01,Bhopal,Organic Search,Male,18-24
4621,2024-11-02,Lucknow,Paid Social,Female,35-44
4622,2024-12-15,Chennai,Organic Search,Male,25-34
4623,2025-08-17,Bhopal,Paid Search,Female,35-44
4624,2024-12-28,Chandigarh,Paid Search,Female,25-34
4625,2025-04-13,Gorakhpur,Organic Search,Female,25-34
4626,2024-11-01,Chennai,Paid Social,Female,18-24
4627,2025-06-14,Jaipur,Paid Social,Male,18-24
4628,2025-06-11,Kochi,Organic Search,Male,45-54
4629,2024-12-17,Hyderabad,Email,Male,45-54
4630,2025-05-05,Kochi,Organic Search,Female,35-44
4631,2025-12-02,Chandigarh,Email,Female,35-44
4632,2025-06-28,Chandigarh,Organic Search,Female,18-24
4633,2025-09-14,Kolkata,Direct,Male,18-24
4634,2025-06-23,Delhi,Paid Social,Female,45-54
4635,2024-11-01,Bengaluru,Organic Search,Female,45-54
4636,2025-03-03,Chandigarh,Paid Social,Female,45-54
4637,2025-10-22,Chennai,Organic Search,Female,45-54
4638,2024-11-10,Gorakhpur,Paid Social,Male,35-44
4639,2025-05-01,Delhi,Paid Search,Female,18-24
4640,2025-03-26,Indore,Organic Search,Female,25-34
4641,2025-05-28,Pune,Affiliate,Female,45-54
4642,2025-08-10,Bhopal,Paid Search,Female,18-24
4643,2025-04-04,Hyderabad,Direct,Male,35-44
4644,2024-11-26,Bengaluru,Paid Social,Male,35-44
4645,2024-11-08,Pune,Direct,Female,35-44
4646,2025-01-16,Kolkata,Referral,Male,35-44
4647,2025-04-06,Pune,Paid Social,Male,18-24
4648,2025-01-31,Lucknow,Affiliate,Male,18-24
4649,2024-11-24,Ahmedabad,Organic Search,Female,25-34
4650,2024-12-09,Chandigarh,Organic Search,Female,35-44
4651,2025-01-22,Kochi,Referral,Female,25-34
4652,2025-04-01,Pune,Paid Social,Female,25-34
4653,2025-05-10,Bhopal,Paid Social,Male,18-24
4654,2025-02-24,Pune,Organic Search,Male,25-34
4655,2025-09-11,Mumbai,Organic Search,Female,25-34
4656,2025-10-29,Hyderabad,Paid Social,Male,45-54
4657,2025-01-31,Kochi,Organic Search,Other,18-24
4658,2025-02-05,Kochi,Referral,Female,18-24
4659,2025-12-11,Hyderabad,Organic Search,Male,18-24
4660,2025-01-02,Kochi,Affiliate,Female,25-34
4661,2024-11-21,Gorakhpur,Paid Social,Male,18-24
4662,2025-04-26,Hyderabad,Direct,Female,25-34
4663,2025-03-16,Lucknow,Paid Search,Female,18-24
4664,2025-05-31,Lucknow,Organic Search,Male,45-54
4665,2024-11-11,Kochi,Organic Search,Female,35-44
4666,2025-06-29,Indore,Organic Search,Female,35-44
4667,2024-11-01,Lucknow,Paid Search,Male,25-34
4668,2024-12-10,Chandigarh,Paid Social,Female,25-34
4669,2024-11-18,Kolkata,Paid Social,Male,45-54
4670,2025-03-06,Chandigarh,Affiliate,Female,35-44
4671,2025-01-29,Pune,Paid Search,Male,45-54
4672,2024-11-01,Lucknow,Direct,Female,35-44
4673,2024-12-02,Bhopal,Direct,Female,18-24
4674,2025-06-12,Kolkata,Referral,Male,45-54
4675,2025-01-15,Gorakhpur,Paid Social,Female,45-54
4676,2024-11-06,Lucknow,Organic Search,Female,18-24
4677,2025-09-07,Ahmedabad,Direct,Male,45-54
4678,2025-06-08,Lucknow,Affiliate,Female,25-34
4679,2024-12-16,Kolkata,Direct,Female,45-54
4680,2024-11-02,Ahmedabad,Direct,Male,25-34
4681,2025-01-13,Hyderabad,Organic Search,Male,18-24
4682,2025-04-08,Mumbai,Paid Search,Male,45-54
4683,2025-09-05,Pune,Paid Search,Male,35-44
4684,2025-02-12,Mumbai,Email,Female,25-34
4685,2025-05-10,Bengaluru,Organic Search,Female,25-34
4686,2025-02-28,Bhopal,Paid Social,Female,25-34
4687,2025-10-09,Mumbai,Direct,Female,35-44
4688,2025-02-22,Gorakhpur,Paid Search,Female,45-54
4689,2025-01-30,Ahmedabad,Organic Search,Male,35-44
4690,2024-11-12,Hyderabad,Direct,Male,45-54
4691,2025-02-12,Bhopal,Paid Search,Other,25-34
4692,2025-11-07,Mumbai,Organic Search,Female,35-44
4693,2025-06-11,Kolkata,Organic Search,Male,25-34
4694,2025-06-29,Delhi,Paid Social,Female,25-34
4695,2025-10-08,Chandigarh,Paid Social,Female,25-34
4696,2025-12-26,Chennai,Paid Social,Female,25-34
4697,2025-03-16,Gorakhpur,Affiliate,Female,45-54
4698,2025-05-14,Pune,Referral,Female,35-44
4699,2025-05-02,Pune,Organic Search,Male,35-44
4700,2025-07-03,Bengaluru,Affiliate,Female,25-34
4701,2025-01-06,Lucknow,Referral,Female,45-54
4702,2025-01-11,Chennai,Paid Search,Male,25-34
4703,2025-09-05,Kolkata,Organic Search,Male,45-54
4704,2025-10-10,Delhi,Direct,Male,25-34
4705,2025-07-21,Lucknow,Direct,Female,25-34
4706,2024-12-19,Kochi,Email,Female,25-34
4707,2025-04-25,Kochi,Paid Social,Male,35-44
4708,2025-10-26,Chandigarh,Organic Search,Female,45-54
4709,2025-03-04,Indore,Referral,Male,18-24
4710,2024-12-28,Ahmedabad,Paid Social,Male,45-54
4711,2025-09-29,Mumbai,Organic Search,Male,35-44
4712,2025-06-28,Bengaluru,Organic Search,Female,25-34
4713,2024-11-10,Gorakhpur,Paid Search,Male,25-34
4714,2025-08-10,Gorakhpur,Organic Search,Male,25-34
4715,2025-06-25,Indore,Email,Male,35-44
4716,2024-11-06,Ahmedabad,Email,Female,45-54
4717,2024-11-01,Gorakhpur,Organic Search,Female,25-34
4718,2025-09-23,Chandigarh,Affiliate,Female,25-34
4719,2024-11-01,Delhi,Organic Search,Male,25-34
4720,2024-11-02,Bengaluru,Referral,Male,35-44
4721,2025-03-22,Kolkata,Paid Social,Male,25-34
4722,2024-12-04,Kolkata,Affiliate,Male,45-54
4723,2024-11-02,Delhi,Affiliate,Male,45-54
4724,2025-03-20,Mumbai,Direct,Male,45-54
4725,2024-11-01,Gorakhpur,Paid Social,Female,35-44
4726,2025-10-20,Lucknow,Email,Female,35-44
4727,2025-11-06,Indore,Paid Social,Male,18-24
4728,2025-10-05,Lucknow,Organic Search,Female,18-24
4729,2025-10-31,Chennai,Referral,Female,18-24
4730,2024-11-08,Pune,Email,Female,45-54
4731,2025-01-17,Indore,Email,Male,18-24
4732,2025-04-08,Jaipur,Organic Search,Male,18-24
4733,2024-12-28,Bengaluru,Direct,Female,35-44
4734,2024-12-14,Kolkata,Paid Social,Male,35-44
4735,2024-11-07,Chennai,Organic Search,Female,18-24
4736,2024-12-24,Ahmedabad,Direct,Female,35-44
4737,2025-01-20,Bengaluru,Organic Search,Male,18-24
4738,2024-11-12,Bhopal,Paid Social,Female,35-44
4739,2025-02-26,Kochi,Paid Search,Female,35-44
4740,2024-11-03,Lucknow,Referral,Female,45-54
4741,2025-08-19,Kolkata,Direct,Male,25-34
4742,2025-03-13,Mumbai,Organic Search,Female,45-54
4743,2025-02-16,Kolkata,Affiliate,Female,45-54
4744,2025-09-10,Chennai,Paid Social,Male,25-34
4745,2025-06-09,Mumbai,Organic Search,Female,18-24
4746,2025-07-09,Chennai,Email,Male,25-34
4747,2025-01-28,Gorakhpur,Paid Social,Female,35-44
4748,2025-02-15,Delhi,Paid Search,Male,25-34
4749,2025-01-24,Hyderabad,Paid Social,Male,25-34
4750,2024-12-27,Gorakhpur,Paid Social,Female,45-54
4751,2025-10-29,Chennai,Direct,Male,18-24
4752,2025-06-19,Pune,Paid Search,Male,45-54
4753,2025-04-12,Hyderabad,Direct,Female,25-34
4754,2024-11-01,Chennai,Affiliate,Female,45-54
4755,2024-11-28,Kolkata,Affiliate,Male,25-34
4756,2024-12-18,Chennai,Organic Search,Male,18-24
4757,2024-11-24,Jaipur,Organic Search,Female,35-44
4758,2025-02-17,Bengaluru,Referral,Male,45-54
4759,2025-09-05,Bengaluru,Referral,Female,45-54
4760,2024-11-16,Bengaluru,Direct,Male,25-34
4761,2025-04-15,Delhi,Direct,Male,45-54
4762,2025-03-07,Chandigarh,Email,Female,35-44
4763,2024-11-19,Indore,Organic Search,Female,45-54
4764,2024-12-02,Bengaluru,Affiliate,Female,18-24
4765,2024-11-20,Delhi,Organic Search,Male,35-44
4766,2024-11-19,Pune,Paid Social,Female,18-24
4767,2025-01-18,Kochi,Direct,Male,45-54
4768,2025-12-21,Lucknow,Organic Search,Male,45-54
4769,2025-11-17,Lucknow,Direct,Male,18-24
4770,2025-01-28,Kolkata,Direct,Female,45-54
4771,2025-02-08,Pune,Paid Search,Female,45-54
4772,2025-04-01,Pune,Paid Social,Male,18-24
4773,2024-11-01,Delhi,Direct,Female,35-44
4774,2025-11-24,Kolkata,Referral,Male,35-44
4775,2024-12-02,Hyderabad,Paid Search,Male,25-34
4776,2024-11-16,Mumbai,Organic Search,Male,25-34
4777,2025-12-20,Ahmedabad,Direct,Female,35-44
4778,2025-03-11,Bengaluru,Paid Social,Male,35-44
4779,2025-03-18,Mumbai,Direct,Female,35-44
4780,2024-11-03,Bengaluru,Direct,Female,25-34
4781,2025-02-14,Bengaluru,Organic Search,Female,35-44
4782,2025-04-18,Gorakhpur,Direct,Female,45-54
4783,2025-11-01,Kochi,Paid Search,Male,25-34
4784,2024-12-08,Jaipur,Paid Social,Male,35-44
4785,2025-03-17,Delhi,Organic Search,Female,45-54
4786,2025-03-08,Pune,Organic Search,Female,45-54
4787,2025-12-20,Pune,Paid Social,Male,25-34
4788,2025-09-01,Hyderabad,Organic Search,Female,45-54
4789,2025-06-25,Kolkata,Affiliate,Female,25-34
4790,2025-08-12,Kolkata,Organic Search,Female,35-44
4791,2025-09-29,Delhi,Paid Search,Other,45-54
4792,2025-06-12,Bengaluru,Paid Social,Male,25-34
4793,2024-11-01,Bengaluru,Paid Social,Female,45-54
4794,2025-08-19,Lucknow,Paid Social,Female,35-44
4795,2024-12-26,Ahmedabad,Affiliate,Male,45-54
4796,2025-11-30,Bengaluru,Organic Search,Male,25-34
4797,2025-12-23,Kolkata,Paid Social,Male,25-34
4798,2025-01-30,Kochi,Direct,Male,18-24
4799,2024-11-09,Indore,Organic Search,Female,18-24
4800,2025-04-02,Hyderabad,Paid Search,Female,45-54
4801,2025-03-30,Chandigarh,Direct,Male,18-24
4802,2024-11-26,Hyderabad,Direct,Female,35-44
4803,2024-11-06,Lucknow,Paid Search,Male,18-24
4804,2025-05-18,Bhopal,Paid Social,Female,25-34
4805,2025-05-24,Mumbai,Paid Social,Female,45-54
4806,2025-02-04,Gorakhpur,Paid Search,Female,18-24
4807,2024-11-19,Gorakhpur,Organic Search,Female,18-24
4808,2025-01-18,Chandigarh,Referral,Male,45-54
4809,2025-10-22,Chandigarh,Referral,Female,18-24
4810,2025-10-08,Hyderabad,Email,Female,18-24
4811,2024-11-03,Jaipur,Paid Social,Male,25-34
4812,2024-11-01,Ahmedabad,Direct,Male,45-54
4813,2025-05-17,Delhi,Paid Social,Female,18-24
4814,2025-07-25,Kolkata,Organic Search,Male,45-54
4815,2025-12-30,Chennai,Direct,Male,18-24
4816,2025-02-09,Ahmedabad,Paid Search,Male,18-24
4817,2025-03-25,Kochi,Paid Search,Male,25-34
4818,2025-02-10,Jaipur,Paid Social,Female,35-44
4819,2024-11-02,Kolkata,Direct,Male,25-34
4820,2025-03-03,Lucknow,Paid Social,Female,45-54
4821,2025-02-20,Kochi,Paid Search,Male,18-24
4822,2025-04-22,Ahmedabad,Direct,Male,18-24
4823,2025-11-27,Chennai,Referral,Female,18-24
4824,2025-03-05,Hyderabad,Paid Search,Male,18-24
4825,2024-11-18,Ahmedabad,Paid Social,Female,25-34
4826,2025-02-20,Kochi,Referral,Female,35-44
4827,2024-11-02,Bhopal,Affiliate,Male,18-24
4828,2025-01-07,Bhopal,Email,Male,35-44
4829,2024-11-16,Bhopal,Paid Search,Male,45-54
4830,2025-01-11,Hyderabad,Paid Search,Male,25-34
4831,2025-05-02,Chennai,Referral,Male,35-44
4832,2025-08-26,Ahmedabad,Paid Search,Female,18-24
4833,2025-09-19,Kolkata,Paid Social,Female,35-44
4834,2025-08-10,Lucknow,Organic Search,Female,35-44
4835,2025-05-04,Jaipur,Direct,Male,45-54
4836,2025-01-19,Bengaluru,Paid Search,Male,18-24
4837,2025-08-10,Bengaluru,Paid Search,Female,25-34
4838,2025-01-15,Gorakhpur,Organic Search,Female,18-24
4839,2025-03-18,Chandigarh,Organic Search,Male,45-54
4840,2025-06-08,Delhi,Direct,Other,25-34
4841,2024-12-10,Lucknow,Organic Search,Female,18-24
4842,2025-05-24,Delhi,Organic Search,Male,18-24
4843,2025-08-15,Hyderabad,Paid Search,Female,25-34
4844,2025-09-01,Bhopal,Affiliate,Female,45-54
4845,2024-11-19,Lucknow,Direct,Female,25-34
4846,2025-03-07,Gorakhpur,Affiliate,Female,18-24
4847,2025-06-27,Bhopal,Paid Social,Male,18-24
4848,2025-08-29,Pune,Affiliate,Female,35-44
4849,2025-10-26,Bhopal,Direct,Female,18-24
4850,2025-07-10,Ahmedabad,Paid Search,Male,35-44
